Latitude,Longitude,apparentTemperatureMax,apparentTemperatureMin,cloudCover,dewPoint,humidity,precipIntensity,precipIntensityMax,precipProbability,precipAccumulation,precipTypeIsRain,precipTypeIsSnow,precipTypeIsOther,pressure,temperatureMax,temperatureMin,visibility,windBearing,windSpeed,NDVI,DayInSeason,Yield
8.723378578,84.47336195,37.11755574,28.66013313,0.312513142,21.68642822,0.819596005,3.978569391,1.146089313,0.151228757,7.259343224,0,0,0,974.2738464,26.9325579,10.16521832,8.582806619,138.9701445,5.705414311,0.039702689,65,22.77065429
33.58305596,80.19585864,34.44350529,29.89528169,0.472005167,21.62065154,0.554888129,0.413740974,2.678982276,0.515404606,6.977484734,0,1,1,1028.765614,28.70808072,14.60380642,4.800150857,182.1207162,10.86028657,0.477655686,174,55.8659281
31.0488564,86.54547352,44.37417225,20.2324425,0.816691703,13.71100285,0.732171014,3.81632213,4.466487748,0.780685591,7.311515481,1,0,1,930.5605218,41.32093031,10.96665035,5.334559019,163.2433969,5.099188044,0.946246942,45,97.82102771
28.80951879,82.71008909,39.44018518,25.71595277,0.817944737,15.81275549,0.536455868,2.227012704,1.608293967,0.061986629,7.39032447,1,0,0,1031.203337,32.14753528,19.55685948,3.312085071,223.0118823,8.783496538,0.30853392,197,75.15281983
13.82793805,68.33188475,22.88175912,12.06182405,0.978356011,24.6180228,0.865276411,1.477496663,1.822587656,0.663855547,5.111571128,0,1,1,1030.262005,36.31150341,14.69974538,3.654520296,174.7781618,1.510687192,0.530534975,205,82.36393839
26.63662021,93.11381443,42.66727305,24.86382621,0.39211894,20.1739268,0.477534183,2.391311595,3.936593705,0.054673401,1.978179781,1,1,1,1043.93466,25.27446445,19.77915536,6.007423982,213.9205647,1.860095709,0.935344235,288,59.66539941
25.48468514,81.15435752,36.06301922,24.36169486,0.717420244,12.59579458,0.692748873,4.292878161,0.048661657,0.84594151,9.253195175,1,1,0,1019.388581,49.02595384,22.07796446,6.434705507,298.0215413,14.14413025,0.381064911,150,76.67039794
22.91234097,74.97285957,37.27326528,18.570745,0.736246052,24.58780652,0.521327357,2.456329214,1.791981503,0.379879143,6.133105411,0,1,0,967.5444905,30.23519259,12.54136279,8.970340672,278.1021953,14.07886171,0.115483754,345,37.64554386
17.75272912,85.37814138,31.60807781,28.01426415,0.892595318,19.95564526,0.730418036,1.221147095,2.951931459,0.61338793,0.329668731,0,0,0,1032.374743,33.89851901,19.65091519,7.22512203,307.2998371,7.403464091,0.193234458,319,21.27617351
10.36546547,93.80446881,27.65990964,19.27751073,0.390395066,15.6370651,0.736448225,0.594053517,2.228084963,0.90993514,0.127271687,0,1,1,920.9011698,36.18052998,23.84558044,3.161036942,179.4669704,6.379319894,0.763283786,205,44.86157066
10.62083278,83.67770812,24.5745347,18.32931599,0.39782493,23.69345562,0.865501099,4.447569598,0.46780583,0.845732212,6.858525965,1,1,0,1016.934729,30.72604813,19.91304344,6.554113661,309.5585882,2.448860855,0.652092028,331,31.66803228
30.86732852,72.56697561,43.70203687,20.91171059,0.890359799,24.19982433,0.681825776,1.989716901,1.76139843,0.486045233,0.87079453,1,1,0,982.6429829,49.8000232,16.24223431,6.156351963,265.6357721,0.41630391,0.343728868,308,23.0767728
29.1017174,81.97531544,34.43522408,16.23747899,0.604598263,21.50485341,0.997557138,4.739490277,2.794605688,0.925919022,0.541045538,1,0,1,904.5243102,34.85918759,19.7760243,4.573875111,16.34694992,4.77886663,0.287614081,138,63.91245517
30.54058988,72.73058212,31.23109374,10.74364621,0.304183418,11.65511445,0.952797849,1.480626192,4.123821152,0.583922713,9.205250116,1,0,0,947.5287598,49.13588143,16.53370619,3.296391323,124.2667551,1.694422,0.486055366,88,46.09209614
18.44986768,76.22031784,24.68703188,12.06566069,0.750221218,14.02844313,0.823541581,4.58432046,4.318950681,0.677493241,3.166270989,1,0,1,988.1856865,40.37761724,24.05820958,4.121947998,317.3526387,4.616621611,0.703325071,303,29.30270883
25.57401712,86.55256065,37.26433523,11.95581656,0.571378736,23.64714479,0.307182442,2.539326978,2.222368815,0.874087162,2.487257623,1,0,1,989.242315,46.63859896,14.41405175,5.89114079,355.129289,5.244873947,0.938066776,178,75.91200766
31.23936235,93.31462765,28.99379697,17.92333122,0.50163727,24.87709822,0.352863488,2.468200479,0.082517867,0.623393388,2.22065365,0,0,1,902.0400477,48.02231813,22.9823766,1.797131348,317.7461589,12.05287658,0.970283448,249,78.23802898
31.22125022,76.6057384,34.45017988,16.64607311,0.191130414,20.6050741,0.354738447,1.14375954,3.356460411,0.490680087,1.858410367,1,0,1,1022.227688,32.01519094,23.32425866,7.231141415,52.9298432,10.32650401,0.99081069,190,77.65038861
29.75676514,83.0247095,41.28376153,10.56397802,0.817985907,20.21379922,0.840087226,1.807615205,2.459861152,0.588659686,2.909652225,0,0,1,960.4509781,39.8667477,22.39693874,8.430249171,20.51816645,5.729814665,0.171563234,79,67.98795522
31.29117163,70.88207496,32.78333885,21.88346175,0.150697939,15.30091121,0.981537853,3.818378071,1.072205642,0.874111166,1.10723682,1,1,0,947.2469724,32.38764971,14.62246498,2.892860089,53.3031698,5.482852802,0.634617197,50,63.18011185
25.77529416,91.91781637,35.08456022,25.31506147,0.190368626,13.94211575,0.883289853,1.073836022,4.808379764,0.915441074,6.31445055,1,0,0,958.3996057,31.1876402,13.77038168,6.131009884,233.3270207,1.984761041,0.524232333,46,83.06088154
28.93094022,72.35232241,22.92819812,20.60178371,0.237232447,16.67109121,0.791433734,1.629909813,1.694210217,0.252595631,1.967019382,0,1,1,915.837312,36.64760707,15.97262299,5.240420229,120.9427545,14.00343853,0.930860416,168,48.66336004
12.53317415,87.29767419,44.58902112,29.75638338,0.284060567,20.44043178,0.872618275,1.177505617,3.944424235,0.228256745,7.092268314,0,1,0,912.5235249,47.3440051,22.56953908,7.17099689,249.3287287,11.64154367,0.996448481,135,61.72257929
17.62693263,87.10958638,21.97376664,11.5550495,0.870538734,24.22451352,0.804174641,1.302519179,2.979135214,0.124484412,7.131083984,0,0,0,950.2944473,32.31508306,16.85392321,5.124450844,237.9979294,0.382355998,0.600455166,99,98.2228624
19.24354843,73.90856713,25.03225515,16.90304936,0.216484222,23.77946883,0.867496009,3.176018666,3.312487554,0.366745526,6.242168971,1,1,0,1039.280609,43.15095567,15.02479803,1.321494759,285.2844791,11.94606738,0.810894537,92,50.47369328
21.89546401,74.59699898,24.80267907,26.02126314,0.786358783,11.25329575,0.928080466,3.787597785,0.944327494,0.123507446,0.271153873,0,1,1,978.4892532,32.45307186,10.52866235,6.360636273,6.60689882,2.934306219,0.570966908,27,33.28800111
29.89443705,81.96295567,35.05068151,17.43148079,0.246439321,22.65835114,0.389155053,3.809135683,0.951868688,0.283835798,8.296829375,0,1,1,981.8802915,45.38734778,20.64478958,5.148230576,125.318907,10.37537085,0.526696966,185,40.96016456
20.79071109,83.0692879,44.95650103,19.38621813,0.84103366,15.14837689,0.335012576,0.094273871,2.890181693,0.26348143,2.294687237,0,1,0,1034.450952,29.52768251,15.3110051,4.403774766,159.7179965,3.008292355,0.69316909,100,27.15220828
36.95501788,82.90242208,35.19286547,22.98510032,0.872238622,13.21638131,0.799004944,0.405684306,3.150790757,0.946185903,2.416212012,0,1,0,1006.643835,32.23931562,22.74265169,8.126300565,126.740616,7.298360635,0.177061662,363,30.80445932
17.09466875,88.60903219,27.89013195,11.0798316,0.007998773,12.94663973,0.741545344,4.48324093,1.727770804,0.930590572,0.664844024,1,1,1,1019.337658,26.90701704,16.22701943,9.279198466,181.9036959,5.329630185,0.80538005,306,63.00999703
10.76763363,85.05610191,43.70568375,14.74663813,0.773934856,23.48879581,0.87757662,1.771709046,2.094512316,0.841327727,8.917616239,0,1,1,954.6657247,33.28621862,16.39075885,8.743694636,253.6778905,9.552385576,0.558749073,358,95.95838223
17.42660564,90.09412563,21.56094639,19.371645,0.722205518,21.93916146,0.570402113,4.78381503,1.604246964,0.491523865,8.461683379,1,1,1,905.9183474,48.92976624,24.78804478,7.504129924,99.63752382,3.022175311,0.523419411,76,97.74382411
27.18219703,74.41514621,30.69109573,29.28600009,0.734010182,10.02793212,0.440818862,3.937594361,4.678850783,0.185468579,6.867378731,1,0,1,907.9208441,40.06177949,24.39439303,8.450780453,30.71866068,2.655721906,0.189150377,302,81.8423155
33.46666705,81.68120944,20.71336926,20.59898637,0.541692096,21.11260602,0.629080742,0.353852969,3.412828096,0.464215837,2.110097246,1,0,0,925.0654921,41.18653208,14.29573066,8.512739295,173.6700194,3.01052557,0.205857406,348,81.22133309
27.00117349,82.57435655,36.80517153,18.95142152,0.672449066,21.02171309,0.483771914,3.968726718,4.752673978,0.325679001,1.270201517,0,1,0,941.1885711,34.30988393,18.59326063,4.280735343,279.0540931,2.839858691,0.854837863,237,96.04554658
36.29417229,74.82008304,37.9318185,20.81171358,0.359492451,22.08706233,0.766837742,3.251675387,2.472339275,0.918527616,1.379908992,1,1,0,1035.224415,33.39383835,11.50105964,9.964429501,243.7189893,8.050086086,0.84332537,226,93.80979286
33.09415004,90.06672517,34.7745505,28.92328284,0.419202726,18.50985799,0.901232512,2.196812193,0.299432423,0.328976585,1.425744438,1,1,1,983.206644,38.00468611,23.15574724,7.216431358,63.79745017,10.63567726,0.351138699,167,39.03123371
19.02865926,70.7280583,24.72930996,23.08679595,0.330751792,10.82087747,0.856360188,3.618216781,4.940334466,0.163386534,0.380737895,0,1,1,916.9727471,25.55936306,19.58226448,2.719957485,353.5920668,9.761549914,0.255249828,275,93.16539315
12.54044692,72.54576054,35.87280488,15.61631919,0.595662617,13.94906427,0.681288228,2.120010407,3.615130452,0.021828817,6.274920491,0,1,0,925.4409966,30.88131745,10.71195483,9.525433006,282.4395682,8.75232423,0.469432829,248,96.79167924
27.95515777,68.65587849,41.13710766,14.53289269,0.662922195,19.6538879,0.587083507,3.412892164,1.009305007,0.230536446,3.512129631,1,1,0,978.8232959,43.1150476,17.46167246,1.920429323,334.5924758,1.486088274,0.885144603,28,76.86835835
35.1393248,69.67943094,44.59736008,11.96834021,0.183841611,21.10340173,0.841326027,0.537330999,4.213627565,0.429525422,6.760518865,1,1,1,1000.686135,45.59426565,18.56829236,9.823224537,328.8268893,13.17489275,0.408400885,1,50.57901838
14.92480832,94.35389164,36.93063128,11.70617565,0.000797957,19.73232614,0.941811405,3.845127963,1.719828602,0.290695284,7.20918676,0,0,0,1045.886189,43.47263276,18.34123449,8.815602607,173.9639704,1.287798678,0.38025544,287,29.91410399
34.27304909,70.67334669,42.69664272,17.08928551,0.994740856,17.09563783,0.450599672,2.812506603,0.852449798,0.889743911,7.534480011,0,1,0,983.4882282,25.4895458,12.61885338,3.983378146,151.0927196,3.437845914,0.970292434,347,30.84375269
28.08109207,89.01307596,31.70378183,29.174742,0.083656642,21.16495629,0.871232092,0.947477505,3.682101101,0.546437696,3.634049894,0,1,0,905.6523249,32.84616874,12.58662598,3.021836408,155.0194406,14.31108757,0.23707388,318,64.93851929
32.59520191,90.10726486,36.13268068,15.83506591,0.781821411,21.79724005,0.901318911,0.485184174,1.815203926,0.252579638,6.811225104,1,1,1,935.4659504,37.01087999,14.16181371,5.740409452,71.10184359,1.584862692,0.499965385,269,25.00921878
28.26738228,76.0162657,34.87078063,10.54777171,0.447943251,16.05820813,0.57672624,0.856911129,2.258696515,0.318947244,9.202892552,1,0,1,913.6449583,28.38029447,19.80966681,9.744944659,246.6570832,8.144767331,0.070462578,76,48.41506338
19.45848226,92.68035011,35.65675884,19.8425169,0.370421749,17.83514544,0.951323138,1.47133887,3.088637072,0.013032396,8.834371445,0,0,0,956.4824427,42.94983172,14.98876864,9.744102139,6.754573729,3.810937934,0.815111581,32,23.44683436
30.24764464,93.39412072,42.80013881,27.98232621,0.883234327,12.85638553,0.33218951,0.754019886,4.879998683,0.87428343,5.491735692,1,1,0,1041.300327,46.72545802,11.99635085,5.549793821,225.3826204,6.505700998,0.253961055,85,59.29179532
21.10338386,83.57944233,41.80899098,24.99139136,0.187272783,13.89369995,0.939596342,0.540339165,1.748848464,0.123763321,8.001666501,0,1,0,948.3729546,40.91723005,21.44719751,8.631713161,82.6067028,11.03957444,0.202529681,314,21.19248096
27.91881651,88.57453956,43.79205191,12.62961242,0.42264582,16.9191082,0.375622021,2.489447587,0.848259476,0.833545753,5.76315796,1,0,0,943.3714518,37.7852568,19.45632735,8.738911408,129.8723285,10.45795431,0.989155793,23,66.21906482
21.69898702,69.76588869,26.89623042,23.94551053,0.159010959,22.66049374,0.713282932,1.130340261,2.990508519,0.243516975,5.033363804,0,0,0,913.0416574,49.15626519,20.2131113,8.370002924,80.39360356,12.39536975,0.485549006,66,61.31867404
12.15913852,79.4579536,34.39213298,28.0906105,0.968567438,15.3865661,0.310866746,1.689531667,2.435338874,0.365040632,0.056285301,1,0,0,987.931268,49.83451696,10.59847495,2.602304859,287.392471,2.128792984,0.34225339,85,92.0706339
32.69102738,88.62929782,40.10429636,26.96914088,0.691005126,17.63282952,0.741631913,0.453198585,0.383122349,0.204830779,9.921387432,1,1,0,980.0283923,44.79273061,14.28740252,1.14270156,312.4644785,9.02974336,0.044972606,333,81.0246823
17.6678881,91.03864268,22.40964559,14.6266592,0.91960373,23.28605599,0.349207147,2.604863879,4.618527034,0.465236626,5.00338309,0,1,0,925.510953,36.00617923,13.7244602,5.181345465,235.0049753,8.921818966,0.225233059,187,98.18243017
33.74116527,88.24010109,21.0470053,26.47154969,0.406175728,20.90223912,0.733993079,4.47206504,1.025216896,0.797015365,3.567871297,0,1,1,947.8385671,33.29871738,14.02995279,2.669112736,271.5700522,14.17857982,0.583428566,305,94.70665648
29.31021241,84.78279703,24.8122627,28.29556379,0.959419206,16.83056886,0.934694259,1.44448468,3.046783932,0.074123076,1.246684705,0,0,1,1013.765224,34.94931426,23.82875731,5.426877746,146.0726523,4.316210352,0.727058319,221,55.27510146
18.54585639,95.71841822,40.91756952,26.50245138,0.818175921,19.61620601,0.802053162,4.820374156,1.864318152,0.50799869,5.566213907,1,0,1,1003.168273,36.2156236,21.44956428,7.711107222,304.1642878,6.763695428,0.322827545,324,60.95533483
29.50904852,84.05529887,23.83906433,23.47448857,0.392942944,16.5728347,0.954401902,2.151667563,3.977100432,0.970251495,4.54396619,0,0,0,1002.539191,39.63866907,21.02163271,8.591677631,24.75296657,3.240943223,0.917508774,229,63.51882475
12.46047417,75.72675537,37.60031101,21.3644897,0.88431494,18.93203345,0.383496793,0.06470976,4.681150964,0.791953318,4.284960771,0,1,1,1028.998746,49.95234466,13.53657999,7.304399781,105.9177657,5.246428599,0.964762478,21,28.46944299
12.91750586,87.63467408,36.41126021,10.74463239,0.258830246,22.45202437,0.326986774,2.368587268,1.083193929,0.899749747,4.955200475,1,0,0,991.5574869,40.75518763,22.35597901,3.437459308,253.1749807,5.912842453,0.489591443,67,45.10167508
29.76557805,83.75336967,26.54680853,24.17624626,0.866332598,16.55864395,0.541344736,3.165301872,0.034683044,0.486964721,7.122598475,0,1,0,1045.24156,41.81995544,17.43133957,3.912283101,292.3294324,7.309901951,0.274285068,307,29.1058109
32.66142133,74.47037622,32.91340774,18.75493094,0.554890615,17.40951815,0.929769747,3.417843126,1.478620345,0.739480626,8.166072194,1,1,1,1037.644552,41.81792412,11.02285844,1.285314449,78.94982185,12.07514243,0.808958259,217,48.14621085
28.40417799,87.2938374,37.21003368,18.92996945,0.013459139,23.32855,0.440374813,1.904147661,4.342018356,0.41233393,0.676809862,0,0,0,1038.95912,39.92656499,17.71422717,4.10000843,117.0168281,4.697753797,0.036978396,101,93.50347642
25.74178217,70.73479025,43.57458801,23.41462218,0.33339355,17.11220132,0.955290971,0.901110447,1.787622125,0.673057652,8.261933176,1,1,1,944.8496066,48.71328786,13.9254934,5.860934598,352.4967497,14.40388402,0.135345933,213,61.86276773
18.42976771,72.25090226,29.87004326,23.54869938,0.48712711,16.47244894,0.886706118,2.564676697,1.549481826,0.133740679,3.023893048,0,0,1,910.2443494,36.77413196,18.18153785,1.542745469,58.21851895,5.032486726,0.508312256,269,85.19283507
35.87910666,75.73123899,39.18717821,23.3652958,0.417708397,24.11154691,0.353413234,2.054935313,4.212984143,0.089259766,2.993876225,0,0,1,1007.562257,42.11351508,12.63655196,7.27421038,344.6111911,9.087435931,0.002516746,95,92.93890102
10.59613111,84.20172296,41.16347825,27.07890737,0.99079784,20.45666987,0.84947999,3.654235187,3.299874576,0.552842637,3.031976346,0,0,1,941.7809214,38.22455595,14.60665822,2.470434088,199.9866162,0.936586739,0.798353855,113,67.27082082
28.44715193,73.87569042,20.3106168,21.51108451,0.968843772,10.34298517,0.657224106,4.25006865,2.080068963,0.203593228,2.938986991,0,1,1,993.2763803,39.93876748,24.36536199,1.603143556,284.6611915,5.658453576,0.338293318,334,29.55756467
11.22594567,80.80469437,42.78723978,13.36588535,0.852186584,15.85771567,0.768168444,3.814258048,0.424317652,0.137266561,0.960712398,0,0,1,984.5909781,28.81292959,20.49478423,2.56104515,72.78368097,11.4074209,0.063811774,326,59.19516816
32.84803588,76.3639761,43.682815,16.85686484,0.933826184,10.03033113,0.887242341,0.261951475,4.877446329,0.309761742,1.493085348,0,1,0,1023.798862,33.57927039,14.1728178,7.502672242,82.37923204,11.93702208,0.021474917,186,33.37388671
26.90430959,82.69683081,20.60095907,15.32610729,0.205900937,10.28232772,0.371438218,0.888298637,1.923562133,0.072927211,9.652940546,0,1,0,930.7231243,34.90843074,23.96122605,8.688838228,114.4597816,8.255892905,0.197011606,316,51.32574702
22.09732529,73.92829504,25.34187933,10.89891705,0.298450661,21.9247471,0.621807817,1.357962136,4.566211663,0.225203189,2.987847621,0,0,0,1008.386251,26.15027698,23.07863213,2.959235079,125.0449241,0.92668539,0.253786581,143,58.02435072
36.65439808,77.74444891,38.84780954,24.1140926,0.805737547,15.26847941,0.436940584,4.495036869,3.500803021,0.906384078,1.921942816,0,0,0,980.7306067,46.78875769,16.06015209,3.68382345,55.12338567,9.735333375,0.60023553,143,22.92779015
22.92622425,76.85151427,30.52606,25.62109601,0.282626062,19.41527405,0.824493566,2.122060494,2.747974142,0.660384091,5.317091444,0,0,0,939.102014,36.17842297,17.03722769,4.445541309,121.5438222,8.709406997,0.897183838,295,29.16421776
9.307665313,83.46572115,28.3839975,29.78114958,0.313625686,23.13101733,0.807494737,1.120628658,3.779557213,0.112352675,9.582245374,0,1,0,1007.322347,38.15683091,13.63377411,7.151790847,253.675849,4.086951565,0.554758101,136,85.8059924
13.00670653,87.84161482,25.18365471,28.32228054,0.430450616,17.14453368,0.71424396,4.08502265,0.807804704,0.536091346,3.464586504,1,1,1,989.7651878,48.51048625,21.95696155,1.744049429,88.14788241,4.096175616,0.537482961,328,75.00881821
16.9392031,83.91756531,42.48885381,29.33307331,0.56672014,11.31511866,0.980677848,0.452862702,4.135090167,0.556194699,0.003990528,0,0,1,1030.428741,36.41830812,17.03997366,4.509145734,17.82114675,9.000102163,0.781331879,87,29.82181983
29.53055747,95.89522952,35.55920334,14.10026418,0.578609287,11.45354402,0.792747797,2.660828612,3.819824967,0.261565866,9.476129291,1,0,1,1043.623496,34.83375749,12.04740881,4.948420935,55.03204454,4.26356497,0.244783388,52,49.96621387
25.54820475,95.47709411,39.9966809,11.22326034,0.761891754,19.57919991,0.959792218,3.08451254,3.936058496,0.05325071,3.684594617,1,1,1,977.0780888,41.06837107,13.90032929,1.83117705,244.912115,12.34099097,0.758430153,149,43.71522222
8.179973196,72.8986235,23.23450713,24.20734007,0.733815576,18.12631068,0.476064953,4.230708726,0.55123759,0.020277676,2.051039839,1,0,0,908.0408273,48.4059175,10.32769691,2.635419035,284.18479,4.676820788,0.487748531,149,91.82589205
19.32019486,68.95850952,33.47641864,13.59201595,0.271327841,21.83998871,0.858875099,4.508138581,4.969560226,0.239743584,8.225460692,0,1,0,926.028469,35.78457682,15.68147891,2.592859335,353.0960907,4.30551294,0.372666369,144,70.65598133
13.39704998,95.05263174,44.06810777,14.78928476,0.434550884,17.68501807,0.651338515,2.889491493,2.722731228,0.81077924,9.384469788,0,1,0,989.8263908,47.17704621,18.12852055,3.079011536,50.5661374,12.48208114,0.9890244,44,85.40441373
30.85540542,96.02342273,27.86121189,18.40930455,0.315211743,12.90312784,0.686032922,3.500097894,2.709064671,0.73525649,1.283244348,0,0,0,971.1329728,42.76915111,13.87607022,7.987185283,140.9872078,6.297664996,0.461117987,63,58.47617722
13.59128685,94.84371186,36.60519044,24.77192211,0.803942523,17.07175626,0.616147681,4.961610496,2.56968216,0.049751879,3.999654094,1,0,0,1039.766965,31.19190912,14.57820948,2.387297366,353.2924986,11.06335069,0.996013969,116,86.07584045
31.00441886,79.78689713,39.00475938,18.26248247,0.551612003,14.02480842,0.370315957,4.079485563,2.034496277,0.311143835,7.930186947,0,0,1,1034.570151,34.20531995,16.1929506,1.411323595,204.8257908,14.09290297,0.915864244,233,47.68733786
14.8177123,81.34854408,24.65387008,10.31009213,0.425423125,16.21328708,0.311788487,3.477811788,0.189318395,0.625908982,6.906551671,1,1,1,910.8182148,41.97129986,17.95680025,1.715107824,159.0134794,7.493484225,0.952567304,260,41.60399643
31.49175235,73.87622596,38.23234916,28.26040751,0.868449968,21.41095489,0.329931794,3.783172873,0.458569896,0.281534511,1.154636967,1,1,1,1019.375552,26.95371916,11.8058162,7.689694782,98.42327991,2.508842185,0.225037458,37,35.00674127
